post_id,rugby_ignite_url,team_a,team_b,date,season,home_points,away_points,match_status,competition_name
33,https://rugbyignite.co.za/fixture/2025/michealhouse-vs-hilton/,Michaelhouse,Hilton College,2025-05-03,2025,20,25,migrated,
187,https://rugbyignite.co.za/fixture/2025/durban-high-school-vs-maritzburg-college/,Durban High School,Maritzburg College,2025-03-15,2025,29,13,migrated,
188,https://rugbyignite.co.za/fixture/2025/northwood-school-vs-michaelhouse/,Northwood School,Michaelhouse,2025-03-15,2025,15,13,migrated,
189,https://rugbyignite.co.za/fixture/2025/hilton-college-vs-westville-boys-high-school/,Hilton College,Westville Boys' High School,2025-03-15,2025,15,23,migrated,
190,https://rugbyignite.co.za/fixture/2025/maritzburg-college-vs-northwood-school/,Maritzburg College,Northwood School,2025-03-21,2025,21,24,migrated,
191,https://rugbyignite.co.za/fixture/2025/michaelhouse-vs-durban-high-school/,Michaelhouse,Durban High School,2025-03-22,2025,22,28,migrated,
192,https://rugbyignite.co.za/fixture/2025/kearsney-college-vs-hilton-college/,Kearsney College,Hilton College,2025-03-22,2025,10,50,migrated,
193,https://rugbyignite.co.za/fixture/2025/maritzburg-college-vs-glenwood-high-school/,Maritzburg College,Glenwood High School,2025-04-12,2025,37,25,migrated,
202,https://rugbyignite.co.za/fixture/2025/kearsney-college-vs-michaelhouse/,Kearsney College,Michaelhouse,2025-05-09,2025,17,50,migrated,
204,https://rugbyignite.co.za/fixture/2025/westville-boys-high-school-vs-durban-high-school/,Westville Boys' High School,Durban High School,2025-05-24,2025,33,28,migrated,
205,https://rugbyignite.co.za/fixture/2025/glenwood-high-school-vs-northwood-school/,Glenwood High School,Northwood School,2025-05-24,2025,16,30,migrated,
206,https://rugbyignite.co.za/fixture/2025/maritzburg-college-vs-kearsney-college/,Maritzburg College,Kearsney College,2025-05-31,2025,35,20,migrated,
207,https://rugbyignite.co.za/fixture/2025/durban-high-school-vs-hilton-college/,Durban High School,Hilton College,2025-05-31,2025,26,18,migrated,
208,https://rugbyignite.co.za/fixture/2025/westville-boys-high-school-vs-glenwood-high-school/,Westville Boys' High School,Glenwood High School,2025-05-31,2025,42,25,migrated,
209,https://rugbyignite.co.za/fixture/2025/michaelhouse-vs-maritzburg-college/,Michaelhouse,Maritzburg College,2025-06-07,2025,25,31,migrated,
210,https://rugbyignite.co.za/fixture/2025/westville-boys-high-school-vs-kearsney-college/,Westville Boys' High School,Kearsney College,2025-06-07,2025,33,15,migrated,
248,https://rugbyignite.co.za/fixture/2025/durban-high-school-vs-northwood-school/,Durban High School,Northwood School,2025-04-26,2025,22,19,migrated,
249,https://rugbyignite.co.za/fixture/2025/durban-high-school-vs-kearsney-college/,Durban High School,Kearsney College,2025-05-16,2025,42,20,migrated,
250,https://rugbyignite.co.za/fixture/2025/northwood-school-vs-durban-high-school/,Northwood School,Durban High School,2025-08-01,2025,5,38,migrated,
251,https://rugbyignite.co.za/fixture/2025/kearsney-college-vs-glenwood-high-school/,Kearsney College,Glenwood High School,2025-04-26,2025,32,31,migrated,
252,https://rugbyignite.co.za/fixture/2025/glenwood-high-school-vs-michaelhouse/,Hilton College,Glenwood High School,2025-05-16,2025,53,15,migrated,
253,https://rugbyignite.co.za/fixture/2025/northwood-school-vs-glenwood-high-school/,Northwood School,Glenwood High School,2025-07-26,2025,19,11,migrated,
254,https://rugbyignite.co.za/fixture/2025/glenwood-high-school-vs-maritzburg-college/,Glenwood High School,Maritzburg College,2025-08-09,2025,10,14,migrated,
255,https://rugbyignite.co.za/fixture/2025/northwood-school-vs-hilton-college/,Northwood School,Hilton College,2025-06-07,2025,22,35,migrated,
256,https://rugbyignite.co.za/fixture/2025/hilton-college-vs-maritzburg-college/,Hilton College,Maritzburg College,2025-06-14,2025,20,23,migrated,
258,https://rugbyignite.co.za/fixture/2025/hilton-college-vs-michaelhouse/,Hilton College,Michaelhouse,2025-06-21,2025,29,20,migrated,
259,https://rugbyignite.co.za/fixture/2025/maritzburg-college-vs-westville-boys-high-school/,Maritzburg College,Westville Boys' High School,2025-05-16,2025,21,22,migrated,
260,https://rugbyignite.co.za/fixture/2025/michaelhouse-vs-westville-boys-high-school/,Michaelhouse,Westville Boys' High School,2025-06-14,2025,20,50,migrated,
261,https://rugbyignite.co.za/fixture/2025/northwood-school-vs-westville-boys-high-school/,Northwood School,Westville Boys' High School,2025-04-12,2025,14,16,migrated,
334,https://rugbyignite.co.za/fixture/2025/jeppe-high-school-for-boys-vs-affies/,Jeppe High School For Boys,Afrikaanse Hoër Seunskool,2025-05-31,2025,36,38,migrated,
378,https://rugbyignite.co.za/fixture/2025/kearsney-college-vs-pretoria-boys-high-school/,Kearsney College,Pretoria Boys High School,2025-03-29,2025,28,26,migrated,
437,https://rugbyignite.co.za/fixture/2025/hilton-college-vs-pretoria-boys-high-school/,Hilton College,Pretoria Boys High School,2025-05-12,2025,38,24,migrated,
440,https://rugbyignite.co.za/fixture/2025/st-charles-college-vs-glenwood-high-school/,St Charles College,Glenwood High School,2025-03-15,2025,0,38,migrated,
441,https://rugbyignite.co.za/fixture/2025/st-charles-college-vs-hilton-college/,St Charles College,Hilton College,2025-04-26,2025,14,74,migrated,
442,https://rugbyignite.co.za/fixture/2025/st-charles-college-vs-maritzburg-college/,St Charles College,Maritzburg College,2025-05-10,2025,16,26,migrated,
457,https://rugbyignite.co.za/fixture/2025/michaelhouse-vs-northwood-school/,Michaelhouse,Northwood School,2025-05-16,2025,29,43,migrated,
497,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-affies/,Paarl Gimnasium,Afrikaanse Hoër Seunskool,2025-04-12,2025,16,16,migrated,
500,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-paarl-boys-high/,Paarl Gimnasium,Paarl Boys High,2025-08-02,2025,33,35,migrated,
501,https://rugbyignite.co.za/fixture/2025/paarl-boys-high-vs-affies/,Paarl Boys High,Afrikaanse Hoër Seunskool,2025-03-31,2025,25,17,migrated,
504,https://rugbyignite.co.za/fixture/2025/paarl-boys-high-vs-grey-college/,Paarl Boys High,Grey College,2025-05-10,2025,25,10,migrated,
505,https://rugbyignite.co.za/fixture/2025/grey-college-vs-jeppe-high-school-for-boys/,Grey College,Jeppe High School For Boys,2025-04-01,2025,64,31,migrated,
506,https://rugbyignite.co.za/fixture/2025/grey-college-vs-paarl-gimnasium/,Grey College,Paarl Gimnasium,2025-04-26,2025,31,43,migrated,
507,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-northwood-school/,Paarl Gimnasium,Northwood School,2025-05-01,2025,46,20,migrated,Wildeklawer 2025
508,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-durban-high-school/,Paarl Gimnasium,Durban High School,2025-05-03,2025,47,20,migrated,Wildeklawer 2025
509,https://rugbyignite.co.za/fixture/2025/jeppe-high-school-for-boys-vs-maritzburg-college/,Jeppe High School For Boys,Maritzburg College,2025-05-01,2025,37,24,migrated,Wildeklawer 2025
510,https://rugbyignite.co.za/fixture/2025/jeppe-high-school-for-boys-vs-northwood-school/,Jeppe High School For Boys,Northwood School,2025-05-10,2025,30,24,migrated,
512,https://rugbyignite.co.za/fixture/2025/grey-college-vs-affies/,Grey College,Afrikaanse Hoër Seunskool,2025-05-17,2025,42,37,migrated,
514,https://rugbyignite.co.za/fixture/2025/affies-vs-maritzburg-college/,Afrikaanse Hoër Seunskool,Maritzburg College,2025-07-26,2025,45,27,migrated,
515,https://rugbyignite.co.za/fixture/2025/jeppe-high-school-for-boys-vs-pretoria-boys-high-school/,Jeppe High School For Boys,Pretoria Boys High School,2025-03-15,2025,27,18,migrated,
516,https://rugbyignite.co.za/fixture/2025/pretoria-boys-high-school-vs-maritzburg-college/,Pretoria Boys High School,Maritzburg College,2025-04-26,2025,28,45,migrated,
517,https://rugbyignite.co.za/fixture/2025/pretoria-boys-high-school-vs-michaelhouse/,Pretoria Boys High School,Michaelhouse,2025-05-31,2025,24,31,migrated,
518,https://rugbyignite.co.za/fixture/2025/pretoria-boys-high-school-vs-jeppe-high-school-for-boys/,Pretoria Boys High School,Jeppe High School For Boys,2025-06-07,2025,29,30,migrated,
519,https://rugbyignite.co.za/fixture/2025/maritzburg-college-vs-pretoria-boys-high-school/,Maritzburg College,Pretoria Boys High School,2025-08-02,2025,27,31,migrated,
520,https://rugbyignite.co.za/fixture/2025/pretoria-boys-high-school-vs-affies/,Pretoria Boys High School,Afrikaanse Hoër Seunskool,2025-08-09,2025,12,41,migrated,
524,https://rugbyignite.co.za/fixture/2025/paul-roos-ginmasium-vs-affies/,Paul Roos Gimnasium,Afrikaanse Hoër Seunskool,2025-04-30,2025,18,20,migrated,Wildeklawer 2025
525,https://rugbyignite.co.za/fixture/2025/paul-roos-ginmasium-vs-paarl-gimnasium/,Paul Roos Gimnasium,Paarl Gimnasium,2025-05-10,2025,10,17,migrated,
526,https://rugbyignite.co.za/fixture/2025/paarl-boys-high-vs-paul-roos-ginmasium/,Paarl Boys High,Paul Roos Gimnasium,2025-05-24,2025,36,26,migrated,
527,https://rugbyignite.co.za/fixture/2025/grey-college-vs-paul-roos-ginmasium/,Grey College,Paul Roos Gimnasium,2025-08-16,2025,26,25,migrated,
530,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-jeppe-high-school-for-boys/,Rondebosch Boys High School,Jeppe High School For Boys,2025-03-29,2025,38,12,migrated,
531,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-paarl-boys-high/,Rondebosch Boys High School,Paarl Boys High,2025-04-26,2025,12,55,migrated,
532,https://rugbyignite.co.za/fixture/2025/paul-roos-ginmasium-vs-rondebosch-boys-high-school/,Paul Roos Gimnasium,Rondebosch Boys High School,2025-07-26,2025,48,12,migrated,
535,https://rugbyignite.co.za/fixture/2025/king-edward-vii-school-vs-jeppe-high-school-for-boys/,King Edward VII School,Jeppe High School For Boys,2025-03-22,2025,28,37,migrated,
537,https://rugbyignite.co.za/fixture/2025/king-edward-vii-school-vs-paarl-gimnasium/,King Edward VII School,Paarl Gimnasium,2025-03-28,2025,0,102,migrated,
538,https://rugbyignite.co.za/fixture/2025/king-edward-vii-school-vs-pretoria-boys-high-school/,King Edward VII School,Pretoria Boys High School,2025-04-12,2025,24,27,migrated,
539,https://rugbyignite.co.za/fixture/2025/king-edward-vii-school-vs-rondebosch-boys-high-school/,King Edward VII School,Rondebosch Boys High School,2025-04-19,2025,20,17,migrated,
540,https://rugbyignite.co.za/fixture/2025/king-edward-vii-school-vs-northwood-school/,King Edward VII School,Northwood School,2025-04-21,2025,7,12,migrated,
541,https://rugbyignite.co.za/fixture/2025/king-edward-vii-school-vs-westville-boys-high-school/,King Edward VII School,Westville Boys' High School,2025-05-10,2025,38,55,migrated,
542,https://rugbyignite.co.za/fixture/2025/affies-vs-king-edward-vii-school/,Afrikaanse Hoër Seunskool,King Edward VII School,2025-05-24,2025,65,19,migrated,
543,https://rugbyignite.co.za/fixture/2025/pretoria-boys-high-school-vs-king-edward-vii-school/,Pretoria Boys High School,King Edward VII School,2025-07-26,2025,23,24,migrated,
544,https://rugbyignite.co.za/fixture/2025/jeppe-high-school-for-boys-vs-king-edward-vii-school/,Jeppe High School For Boys,King Edward VII School,2025-08-02,2025,39,31,migrated,
545,https://rugbyignite.co.za/fixture/2025/durban-high-school-vs-king-edward-vii-school/,Durban High School,King Edward VII School,2025-08-09,2025,52,19,migrated,
587,https://rugbyignite.co.za/fixture/2025/bishops-vs-michaelhouse/,Bishops,Michaelhouse,2025-03-31,2025,26,17,migrated,
588,https://rugbyignite.co.za/fixture/2025/bishops-vs-brackenfell-high-school/,Bishops,Brackenfell High School,2025-04-12,2025,24,12,migrated,
589,https://rugbyignite.co.za/fixture/2025/bishops-vs-paul-roos-ginmasium/,Bishops,Paul Roos Gimnasium,2025-04-26,2025,10,41,migrated,
590,https://rugbyignite.co.za/fixture/2025/bishops-vs-sacs/,Bishops,SACS,2025-05-10,2025,14,14,migrated,
591,https://rugbyignite.co.za/fixture/2025/bishops-vs-stellenberg-high-school/,Bishops,Stellenberg High School,2025-05-17,2025,13,38,migrated,
592,https://rugbyignite.co.za/fixture/2025/bishops-vs-paarl-gimnasium/,Bishops,Paarl Gimnasium,2025-06-07,2025,0,50,migrated,
593,https://rugbyignite.co.za/fixture/2025/bishops-vs-wynberg-boys-high-school/,Bishops,Wynberg Boys' High School,2025-08-16,2025,26,26,migrated,
594,https://rugbyignite.co.za/fixture/2025/bishops-vs-rondebosch-boys-high-school/,Bishops,Rondebosch Boys High School,2025-08-30,2025,22,28,migrated,
595,https://rugbyignite.co.za/fixture/2025/boland-landbou-vs-hoerskool-outeniqua/,Boland Landbou,Hoërskool Outeniqua,2025-03-15,2025,34,49,migrated,
596,https://rugbyignite.co.za/fixture/2025/boland-landbou-vs-hoerskool-durbanville/,Boland Landbou,Hoerskool Durbanville,2025-03-20,2025,40,31,migrated,
597,https://rugbyignite.co.za/fixture/2025/boland-landbou-vs-affies/,Boland Landbou,Afrikaanse Hoër Seunskool,2025-05-03,2025,14,74,migrated,Wildeklawer 2025
598,https://rugbyignite.co.za/fixture/2025/boland-landbou-vs-paul-roos-ginmasium/,Boland Landbou,Paul Roos Gimnasium,2025-05-17,2025,36,40,migrated,
600,https://rugbyignite.co.za/fixture/2025/boland-landbou-vs-paarl-gimnasium/,Boland Landbou,Paarl Gimnasium,2025-06-21,2025,29,80,migrated,
601,https://rugbyignite.co.za/fixture/2025/boland-landbou-vs-bishops/,Boland Landbou,Bishops,2025-07-26,2025,45,19,migrated,
602,https://rugbyignite.co.za/fixture/2025/drostdy-vs-paarl-boys-high/,Drostdy,Paarl Boys High,2025-03-15,2025,19,55,migrated,
603,https://rugbyignite.co.za/fixture/2025/drostdy-vs-paul-roos-ginmasium/,Drostdy,Paul Roos Gimnasium,2025-03-21,2025,20,25,migrated,
604,https://rugbyignite.co.za/fixture/2025/drostdy-vs-affies/,Drostdy,Afrikaanse Hoër Seunskool,2025-03-28,2025,15,61,migrated,
605,https://rugbyignite.co.za/fixture/2025/drostdy-vs-hermanus-high-school/,Drostdy,Hermanus High School,2025-04-16,2025,51,22,migrated,
606,https://rugbyignite.co.za/fixture/2025/drostdy-vs-northwood-school/,Drostdy,Northwood School,2025-05-03,2025,12,21,migrated,Wildeklawer 2025
608,https://rugbyignite.co.za/fixture/2025/hoerskool-durbanville-vs-drostdy/,Hoerskool Durbanville,Drostdy,2025-04-12,2025,21,20,migrated,
609,https://rugbyignite.co.za/fixture/2025/hoerskool-durbanville-vs-durban-high-school/,Hoerskool Durbanville,Durban High School,2025-04-21,2025,5,33,migrated,
610,https://rugbyignite.co.za/fixture/2025/hoerskool-durbanville-vs-wynberg-boys-high-school/,Hoerskool Durbanville,Wynberg Boys' High School,2025-04-26,2025,31,37,migrated,
612,https://rugbyignite.co.za/fixture/2025/hoerskool-durbanville-vs-brackenfell-high-school/,Hoerskool Durbanville,Brackenfell High School,2025-07-26,2025,45,21,migrated,
614,https://rugbyignite.co.za/fixture/2025/hoerskool-durbanville-vs-hoerskool-outeniqua/,Hoerskool Durbanville,Hoërskool Outeniqua,2025-08-09,2025,5,8,migrated,
615,https://rugbyignite.co.za/fixture/2025/hoerskool-durbanville-vs-stellenberg-high-school/,Hoerskool Durbanville,Stellenberg High School,2025-08-16,2025,14,21,migrated,
619,https://rugbyignite.co.za/fixture/2025/paarl-boys-high-vs-boland-landbou/,Paarl Boys High,Boland Landbou,2025-06-07,2025,59,12,migrated,
620,https://rugbyignite.co.za/fixture/2025/paarl-boys-high-vs-bishops/,Paarl Boys High,Bishops,2025-06-14,2025,33,12,migrated,
621,https://rugbyignite.co.za/fixture/2025/paarl-boys-high-vs-sacs/,Paarl Boys High,SACS,2025-07-26,2025,51,8,migrated,
622,https://rugbyignite.co.za/fixture/2025/hoer-landbouschool-oakdale-vs-rondebosch-boys-high-school/,Hoer Landbouschool Oakdale,Rondebosch Boys High School,2025-03-22,2025,7,10,migrated,
623,https://rugbyignite.co.za/fixture/2025/hoer-landbouschool-oakdale-vs-paarl-boys-high/,Hoer Landbouschool Oakdale,Paarl Boys High,2025-04-12,2025,28,26,migrated,
624,https://rugbyignite.co.za/fixture/2025/hoer-landbouschool-oakdale-vs-jeppe-high-school-for-boys/,Hoer Landbouschool Oakdale,Jeppe High School For Boys,2025-05-03,2025,47,25,migrated,Wildeklawer 2025
625,https://rugbyignite.co.za/fixture/2025/hoer-landbouschool-oakdale-vs-hoerskool-durbanville/,Hoer Landbouschool Oakdale,Hoerskool Durbanville,2025-05-10,2025,43,7,migrated,
626,https://rugbyignite.co.za/fixture/2025/hoer-landbouschool-oakdale-vs-drostdy/,Hoer Landbouschool Oakdale,Drostdy,2025-07-26,2025,31,7,migrated,
627,https://rugbyignite.co.za/fixture/2025/hoer-landbouschool-oakdale-vs-paul-roos-ginmasium/,Hoer Landbouschool Oakdale,Paul Roos Gimnasium,2025-08-02,2025,21,17,migrated,
628,https://rugbyignite.co.za/fixture/2025/hoer-landbouschool-oakdale-vs-boland-landbou/,Hoer Landbouschool Oakdale,Boland Landbou,2025-08-09,2025,27,34,migrated,
629,https://rugbyignite.co.za/fixture/2025/hoerskool-outeniqua-vs-grey-college/,Hoërskool Outeniqua,Grey College,2025-04-12,2025,18,29,migrated,
630,https://rugbyignite.co.za/fixture/2025/hoerskool-outeniqua-vs-hoer-landbouschool-oakdale/,Hoërskool Outeniqua,Hoer Landbouschool Oakdale,2025-06-07,2025,7,50,migrated,
631,https://rugbyignite.co.za/fixture/2025/hoerskool-outeniqua-vs-stellenberg-high-school/,Hoërskool Outeniqua,Stellenberg High School,2025-07-26,2025,14,8,migrated,
632,https://rugbyignite.co.za/fixture/2025/hoerskool-outeniqua-vs-worcester-gymnasium/,Hoërskool Outeniqua,Worcester Gymnasium,2025-08-02,2025,45,13,migrated,
633,https://rugbyignite.co.za/fixture/2025/hoerskool-outeniqua-vs-drostdy/,Hoërskool Outeniqua,Drostdy,2025-08-16,2025,36,38,migrated,
634,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-stellenberg-high-school/,Paarl Gimnasium,Stellenberg High School,2025-03-15,2025,39,17,migrated,
636,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-drostdy/,Paarl Gimnasium,Drostdy,2025-05-24,2025,93,12,migrated,
637,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-hoer-landbouschool-oakdale/,Paarl Gimnasium,Hoer Landbouschool Oakdale,2025-05-31,2025,29,9,migrated,
638,https://rugbyignite.co.za/fixture/2025/paarl-gimnasium-vs-wynberg-boys-high-school/,Paarl Gimnasium,Wynberg Boys' High School,2025-07-26,2025,68,22,migrated,
642,https://rugbyignite.co.za/fixture/2025/paul-roos-ginmasium-vs-sacs/,Paul Roos Gimnasium,SACS,2025-05-31,2025,22,3,migrated,
643,https://rugbyignite.co.za/fixture/2025/paul-roos-ginmasium-vs-stellenberg-high-school/,Paul Roos Gimnasium,Stellenberg High School,2025-06-07,2025,34,5,migrated,
646,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-stellenberg-high-school/,Rondebosch Boys High School,Stellenberg High School,2025-05-10,2025,22,23,migrated,
647,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-boland-landbou/,Rondebosch Boys High School,Boland Landbou,2025-05-24,2025,57,26,migrated,
648,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-wynberg-boys-high-school/,Rondebosch Boys High School,Wynberg Boys' High School,2025-06-07,2025,33,38,migrated,
649,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-bishops/,Rondebosch Boys High School,Bishops,2025-06-21,2025,28,7,migrated,
650,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-drostdy/,Rondebosch Boys High School,Drostdy,2025-08-02,2025,34,19,migrated,
651,https://rugbyignite.co.za/fixture/2025/rondebosch-boys-high-school-vs-sacs/,Rondebosch Boys High School,SACS,2025-08-16,2025,23,20,migrated,
652,https://rugbyignite.co.za/fixture/2025/sacs-vs-parel-vallei-high-school/,SACS,Parel Vallei High School,2025-03-21,2025,14,12,migrated,
653,https://rugbyignite.co.za/fixture/2025/sacs-vs-king-edward-vii-school/,SACS,King Edward VII School,2025-03-31,2025,27,5,migrated,
654,https://rugbyignite.co.za/fixture/2025/sacs-vs-boland-landbou/,SACS,Boland Landbou,2025-04-12,2025,18,21,migrated,
655,https://rugbyignite.co.za/fixture/2025/sacs-vs-stellenberg-high-school/,SACS,Stellenberg High School,2025-04-26,2025,7,29,migrated,
656,https://rugbyignite.co.za/fixture/2025/bishops-vs-sacs-2/,Bishops,SACS,2025-05-10,2025,14,14,migrated,
657,https://rugbyignite.co.za/fixture/2025/sacs-vs-rondebosch-boys-high-school/,SACS,Rondebosch Boys High School,2025-05-17,2025,17,40,migrated,
658,https://rugbyignite.co.za/fixture/2025/sacs-vs-hoerskool-durbanville/,SACS,Hoerskool Durbanville,2025-05-24,2025,17,20,migrated,
659,https://rugbyignite.co.za/fixture/2025/sacs-vs-paarl-gimnasium/,SACS,Paarl Gimnasium,2025-06-14,2025,7,82,migrated,
660,https://rugbyignite.co.za/fixture/2025/sacs-vs-wynberg-boys-high-school/,SACS,Wynberg Boys' High School,2025-06-21,2025,10,21,migrated,
661,https://rugbyignite.co.za/fixture/2025/sacs-vs-brackenfell-high-school/,SACS,Brackenfell High School,2025-08-02,2025,43,25,migrated,
663,https://rugbyignite.co.za/fixture/2025/sacs-vs-bishops/,SACS,Bishops,2025-08-23,2025,18,18,migrated,
664,https://rugbyignite.co.za/fixture/2025/stellenberg-high-school-vs-worcester-gymnasium/,Stellenberg High School,Worcester Gymnasium,2025-03-08,2025,40,21,migrated,
665,https://rugbyignite.co.za/fixture/2025/stellenberg-high-school-vs-durban-high-school/,Stellenberg High School,Durban High School,2025-05-01,2025,19,26,migrated,Wildeklawer 2025
666,https://rugbyignite.co.za/fixture/2025/stellenberg-high-school-vs-hoer-landbouschool-oakdale/,Stellenberg High School,Hoer Landbouschool Oakdale,2025-05-24,2025,17,47,migrated,
667,https://rugbyignite.co.za/fixture/2025/stellenberg-high-school-vs-paarl-boys-high/,Stellenberg High School,Paarl Boys High,2025-05-31,2025,0,27,migrated,
668,https://rugbyignite.co.za/fixture/2025/stellenberg-high-school-vs-boland-landbou/,Stellenberg High School,Boland Landbou,2025-08-02,2025,18,10,migrated,
669,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-st-charles-college/,Wynberg Boys' High School,St Charles College,2025-03-21,2025,19,10,migrated,
670,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-worcester-gymnasium/,Wynberg Boys' High School,Worcester Gymnasium,2025-03-23,2025,29,0,migrated,
671,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-stellenberg-high-school/,Wynberg Boys' High School,Stellenberg High School,2025-04-12,2025,10,24,migrated,
672,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-hoerskool-durbanville/,Wynberg Boys' High School,Hoerskool Durbanville,2025-04-26,2025,37,31,migrated,
673,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-paarl-boys-high/,Wynberg Boys' High School,Paarl Boys High,2025-05-17,2025,26,32,migrated,
674,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-bishops/,Wynberg Boys' High School,Bishops,2025-05-24,2025,34,5,migrated,
675,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-paul-roos-ginmasium/,Wynberg Boys' High School,Paul Roos Gimnasium,2025-06-14,2025,17,21,migrated,
676,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-rondebosch-boys-high-school/,Wynberg Boys' High School,Rondebosch Boys High School,2025-08-23,2025,43,0,migrated,
677,https://rugbyignite.co.za/fixture/2025/wynberg-boys-high-school-vs-sacs/,Wynberg Boys' High School,SACS,2025-08-30,2025,41,10,migrated,
678,https://rugbyignite.co.za/fixture/2025/bellville-high-school-vs-tygerberg-high-school/,Bellville High School,Tygerberg High School,2025-04-12,2025,13,3,migrated,
679,https://rugbyignite.co.za/fixture/2025/bellville-high-school-vs-boland-landbou/,Bellville High School,Boland Landbou,2025-04-23,2025,27,29,migrated,
680,https://rugbyignite.co.za/fixture/2025/bellville-high-school-vs-parel-vallei-high-school/,Bellville High School,Parel Vallei High School,2025-05-10,2025,20,43,migrated,
681,https://rugbyignite.co.za/fixture/2025/bellville-high-school-vs-strand-high-school/,Bellville High School,Strand High School,2025-05-17,2025,7,29,migrated,
682,https://rugbyignite.co.za/fixture/2025/bellville-high-school-vs-milnerton-high-school/,Bellville High School,Milnerton High School,2025-05-31,2025,5,37,migrated,
683,https://rugbyignite.co.za/fixture/2025/bellville-high-school-vs-sacs/,Bellville High School,SACS,2025-06-07,2025,0,40,migrated,
684,https://rugbyignite.co.za/fixture/2025/bellville-high-school-vs-df-malan/,Bellville High School,DF Malan,2025-08-16,2025,15,3,migrated,
685,https://rugbyignite.co.za/fixture/2025/brackenfell-high-school-vs-bellville-high-school/,Brackenfell High School,Bellville High School,2025-03-15,2025,15,15,migrated,
686,https://rugbyignite.co.za/fixture/2025/brackenfell-high-school-vs-milnerton-high-school/,Brackenfell High School,Milnerton High School,2025-04-25,2025,8,22,migrated,
687,https://rugbyignite.co.za/fixture/2025/brackenfell-high-school-vs-worcester-gymnasium/,Brackenfell High School,Worcester Gymnasium,2025-05-10,2025,22,29,migrated,
688,https://rugbyignite.co.za/fixture/2025/brackenfell-high-school-vs-df-malan/,Brackenfell High School,DF Malan,2025-05-31,2025,61,17,migrated,
689,https://rugbyignite.co.za/fixture/2025/brackenfell-high-school-vs-parel-vallei-high-school/,Brackenfell High School,Parel Vallei High School,2025-06-07,2025,19,12,migrated,
690,https://rugbyignite.co.za/fixture/2025/brackenfell-high-school-vs-tygerberg-high-school/,Brackenfell High School,Tygerberg High School,2025-08-16,2025,18,9,migrated,
691,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-rondebosch-boys-high-school/,Milnerton High School,Rondebosch Boys High School,2025-04-12,2025,17,28,migrated,
692,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-glenwood-high-school/,Milnerton High School,Glenwood High School,2025-04-19,2025,34,37,migrated,
694,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-bellville-high-school/,Milnerton High School,Bellville High School,2025-05-10,2025,75,5,migrated,
696,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-df-malan/,Milnerton High School,DF Malan,2025-05-24,2025,83,15,migrated,
697,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-hoerskool-durbanville/,Milnerton High School,Hoerskool Durbanville,2025-06-07,2025,12,24,migrated,
698,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-bishops/,Milnerton High School,Bishops,2025-08-02,2025,36,42,migrated,
699,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-stellenberg-high-school/,Milnerton High School,Stellenberg High School,2025-08-09,2025,14,12,migrated,
700,https://rugbyignite.co.za/fixture/2025/milnerton-high-school-vs-strand-high-school/,Milnerton High School,Strand High School,2025-08-16,2025,41,18,migrated,
701,https://rugbyignite.co.za/fixture/2025/parel-vallei-high-school-vs-hermanus-high-school/,Parel Vallei High School,Hermanus High School,2025-03-15,2025,22,10,migrated,
702,https://rugbyignite.co.za/fixture/2025/parel-vallei-high-school-vs-sacs/,Parel Vallei High School,SACS,2025-03-21,2025,12,14,migrated,
703,https://rugbyignite.co.za/fixture/2025/parel-vallei-high-school-vs-strand-high-school/,Parel Vallei High School,Strand High School,2025-04-24,2025,17,7,migrated,
